2020-12-31 22:20:45+00:00,b'List 25\n@bakshunganahi @iMavvy_ @nagaraj560 @SharadBishnoi05 @DrSurabhiS_ @TheAbhiSpace @satender19851\xe2\x80\xa6 https://t.co/FU6R58vjo4'
2020-12-31 22:16:45+00:00,b'@Bhakt_L Was that you?\nWe talk!'
2020-12-31 22:09:02+00:00,b'RT @Silkynsarp: Photo from Italy\n\nBhakt \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/qTh6HRqyE8'
2020-12-31 22:07:10+00:00,b'RT @rajasthan08: @Somsinghthapa12 @Ashokku31262301 @Amaresh03335514 @PNRATHOD1 @Krishna__Bhakt @harish69665 @Devendr12643425 @drsurendrpath\xe2\x80\xa6'
2020-12-31 22:07:09+00:00,b'@rajasthan08 @Somsinghthapa12 @Ashokku31262301 @Amaresh03335514 @PNRATHOD1 @Krishna__Bhakt @harish69665\xe2\x80\xa6 https://t.co/PeouPCYEjG'
2020-12-31 22:06:41+00:00,b'RT @harish69665: @Krishna__Bhakt @PNRATHOD1 @Devendr12643425 @Ashokku31262301 @drsurendrpathak @ManjuChattarjee @sunilkrjangid @Somsinghtha\xe2\x80\xa6'
2020-12-31 21:57:57+00:00,b'Photo from Italy\n\nBhakt \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/qTh6HRqyE8'
2020-12-31 21:47:48+00:00,b'RT @HarekrishnaTri8: @chor_media_ @_garrywalia Jee ha !!! Koi Shaque mat rakhna  bhai . mai  MODIJI ke  Karyashaili ka  Bhakt hu .. unpe Vi\xe2\x80\xa6'
2020-12-31 21:46:55+00:00,b'RT @akhribenchnibba: @KirenRijiju @narendramodi Bhakt showing this clip to a hardcore Modi hater! https://t.co/xC5eyHAzlb'
2020-12-31 21:43:40+00:00,b'@ShashiTharoor Earlier these illiterate people used to vote for Congress...\n@ShashiTharoor better logic is expected\xe2\x80\xa6 https://t.co/tqKa9PuoZk'
2020-12-31 21:32:23+00:00,"b'@RashtrwadiDoc Doctor, it is anti-theisis to be Sanatani and a Modi bhakt at the same time!  Hope one day you will ruminate on this.'"
2020-12-31 21:31:51+00:00,b'@raj_0303 @JPGR6269 @ParvinderRao3 @shahzaibarif_ @spectatorindex Every Modi bhakt trolls are an individual. Every\xe2\x80\xa6 https://t.co/b6gPnlNQ6p'
2020-12-31 21:23:31+00:00,b'@hnegutierrez @indian_patil @sbjinsfo @narendramodi No point telling her anything she\xe2\x80\x99s a true Modi Bhakt it appear\xe2\x80\xa6 https://t.co/qMddtJzNKJ'
